Feature1,Feature2,Label
-0.22531416799031823,0.5880392932138137,1
-1.1087407500012438,-0.2931824665519217,1
0.08088358092246295,0.3903645967381728,1
0.5257980990396238,-1.3391138023953302,0
0.599200735495006,0.903688085315155,0
-0.18554567479114792,-0.44657741619792657,0
-0.8857736392439892,-1.4138087002792121,1
2.1020726604330227,-1.6501054348725697,0
-1.8955219297634658,-0.22701629218957017,0
2.890104550876652,-1.6462268207363528,0
1.451242504699385,-0.18217680456502602,0
1.2526339843964815,0.32698619721963473,1
-0.8122480447487059,1.4434002139725621,0
0.4109652817259346,0.5837417242238964,1
-0.23101658711792994,-0.011434643407109923,0
0.1682842758642743,-1.0495679770592723,0
-1.6996561181211147,1.555087674873894,1
1.7875768840182957,0.2448626635951955,0
0.7182487915669842,-0.5925759272401806,0
-1.2769139614488842,0.16941807586259486,0
0.6715331119487673,0.812887986236511,1
1.6158261227352617,0.07452335000630675,0
-0.47076506910800037,0.4878770266489059,0
0.3040893320041105,-0.36824455493811364,1
-1.2272612942393244,0.8383417525340902,1
0.37932701517408635,1.906587756728799,1
0.8535686888372617,0.5801112482953772,1
-1.76645994330308,0.899294389618817,1
-0.8559827916869964,-0.3928278077522039,0
-1.2171676405952254,1.4330184926420864,0
-0.9256083391844412,0.6188708796787523,1
-0.9355266694791561,0.07141920641381623,0
0.06802871338965466,0.4083485856188933,1
1.0218332607886087,-0.8859555477579912,1
1.7890506430473685,-1.370927005669781,1
-0.6254225795958319,0.5053906326115573,1
2.184429950120804,0.47820353911077496,0
-1.5109582839593694,-1.1106204246033546,1
1.9069738586115483,1.7709367698816285,0
-1.4604473225471801,0.1279993337941863,0
-0.49973355528555774,0.5956840779455221,0
0.20004480760005117,1.0556294970363387,0
1.1503292187659278,1.245356887406244,1
-1.0753145044351042,0.4850921084546718,1
-0.6121819486913995,0.062050048642340136,0
0.4260398129790676,1.3014885887599181,1
-0.3087532740755211,0.5076947072273444,0
0.33560469070307275,-0.39572586092008233,1
1.5352790626552986,0.35053949472967405,0
0.3041104049750416,1.602192574415471,1
0.4516660081319337,-2.4462964804475043,1
0.4316842663580731,-0.7699266105888065,0
-0.16822677862598479,-0.5805509776805563,1
-1.3552896680314648,-0.4725794996139413,0
0.8985378648578359,0.07396510088624214,0
-1.1067602231753912,-0.5101265744510943,1
-0.05379330605786059,-0.281846362347528,1
-0.6630587848059752,2.493420306292174,0
-0.3823468365861947,-0.33758086450520247,0
-0.37573556795770713,0.5684955808566017,0
1.6893642070651635,0.6871561586265449,1
-0.7172321867995413,-0.8499180299877973,0
-1.4456869828981753,0.275363534773018,1
1.7008005974571954,0.24168415230212037,0
-2.561179495495198,-0.49615861434798597,1
-0.779094892648171,0.5431202978414853,0
1.047993859516517,-0.09531062200668962,1
-0.43972492889178216,0.9174042528530431,0
